alpha_p, beta_p, d, k0, k1, nlabel, ntrace, nchain, nskip, Ntrain, Ntest, Nfold, a, supervised, unsupervised, supervised_1, supervised_2, supervised_3, supervised_4, supervised_5, unsupervised_1, unsupervised_2, unsupervised_3, unsupervised_4, unsupervised_5
2,5,60,2,5,16,1000,2,2,500,100,5,6.733735047022471,0.11,0.02,0.06,0.06,0.07,0.16,0.09,0.02,0.01,0.04,0.06,0.08
2,5,60,2,5,16,1000,2,2,500,100,5,18.272468615462248,0.18,0.06,0.18,0.21,0.18,0.16,0.19,0.13,0.06,0.06,0.08,0.03
2,5,60,2,5,18,1000,2,2,500,100,5,4.571725851874009,0.03,0.06,0.11,0.06,0.02,0.04,0.06,0.06,0.07,0.01,0.09,0.05
2,5,60,2,5,18,1000,2,2,500,100,5,26.728857981231158,0.34,0.05,0.36,0.28,0.3,0.29,0.34,0.04,0.07,0.05,0.05,0.04
2,5,60,2,5,20,1000,2,2,500,100,5,10.17020642420746,0.06,0.05,0.01,0.03,0.0,0.05,0.06,0.04,0.08,0.04,0.05,0.01
2,5,60,2,5,20,1000,2,2,500,100,5,2.1989026723078724,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.05,0.08,0.06,0.07
2,5,60,2,5,22,1000,2,2,500,100,5,12.334513611014643,0.12,0.03,0.16,0.13,0.14,0.18,0.08,0.05,0.07,0.04,0.05,0.08
2,5,60,2,5,22,1000,2,2,500,100,5,2.1649988101692705,0.11,0.06,0.15,0.14,0.16,0.19,0.15,0.04,0.04,0.04,0.06,0.05
2,5,60,2,5,24,1000,2,2,500,100,5,17.35749643583272,0.1,0.06,0.1,0.08,0.07,0.08,0.09,0.04,0.04,0.02,0.04,0.01
2,5,60,2,5,24,1000,2,2,500,100,5,2.903539901681862,0.09,0.05,0.16,0.22,0.21,0.15,0.13,0.03,0.01,0.02,0.05,0.05
2,5,60,2,5,26,1000,2,2,500,100,5,8.929687413452045,0.04,0.06,0.06,0.05,0.07,0.06,0.04,0.02,0.06,0.05,0.11,0.04
2,5,60,2,5,26,1000,2,2,500,100,5,4.331736446714917,0.07,0.03,0.05,0.05,0.01,0.03,0.11,0.09,0.04,0.06,0.01,0.04
2,5,80,2,5,2,1000,2,2,500,100,5,14.304164152690289,0.88,0.85,0.82,0.89,0.83,0.95,0.9,0.8,0.8,0.79,0.89,0.92
2,5,80,2,5,2,1000,2,2,500,100,5,11.999359927303717,0.94,0.95,0.88,0.91,0.93,0.92,0.96,0.85,0.89,0.9,0.93,0.89
2,5,80,2,5,4,1000,2,2,500,100,5,9.08586151423123,0.33,0.26,0.25,0.23,0.3,0.2,0.21,0.25,0.3,0.25,0.28,0.33
2,5,80,2,5,4,1000,2,2,500,100,5,2.013987319634088,0.54,0.21,0.38,0.48,0.47,0.48,0.42,0.25,0.23,0.26,0.28,0.25
2,5,80,2,5,6,1000,2,2,500,100,5,0.9946685030628164,0.21,0.14,0.27,0.24,0.19,0.21,0.28,0.08,0.11,0.18,0.11,0.15
2,5,80,2,5,6,1000,2,2,500,100,5,2.096853789380189,0.26,0.17,0.23,0.24,0.22,0.25,0.22,0.18,0.21,0.2,0.14,0.15
2,5,80,2,5,8,1000,2,2,500,100,5,8.009812769970127,0.28,0.07,0.2,0.21,0.25,0.15,0.23,0.19,0.16,0.14,0.13,0.08
2,5,80,2,5,8,1000,2,2,500,100,5,0.2581510033968978,0.22,0.06,0.35,0.28,0.22,0.25,0.25,0.16,0.1,0.13,0.22,0.13
2,5,80,2,5,10,1000,2,2,500,100,5,19.196358666835774,0.13,0.09,0.19,0.17,0.12,0.19,0.17,0.08,0.1,0.15,0.13,0.11
2,5,80,2,5,10,1000,2,2,500,100,5,17.021195875976932,0.28,0.08,0.27,0.28,0.28,0.19,0.22,0.05,0.09,0.08,0.07,0.09
2,5,80,2,5,12,1000,2,2,500,100,5,19.883841062995053,0.04,0.05,0.09,0.05,0.04,0.08,0.11,0.06,0.1,0.07,0.08,0.07
2,5,80,2,5,12,1000,2,2,500,100,5,8.406881054309345,0.06,0.11,0.12,0.11,0.06,0.14,0.1,0.02,0.09,0.1,0.07,0.1
2,5,80,2,5,14,1000,2,2,500,100,5,5.982403898559817,0.09,0.04,0.05,0.07,0.1,0.07,0.07,0.12,0.07,0.12,0.09,0.11
2,5,80,2,5,14,1000,2,2,500,100,5,4.573783314720443,0.15,0.1,0.15,0.12,0.22,0.15,0.12,0.08,0.05,0.06,0.05,0.06
2,5,80,2,5,16,1000,2,2,500,100,5,15.571206796219359,0.07,0.04,0.08,0.05,0.03,0.05,0.03,0.06,0.06,0.07,0.06,0.05
2,5,80,2,5,16,1000,2,2,500,100,5,17.82788527442476,0.13,0.03,0.13,0.16,0.09,0.14,0.1,0.05,0.08,0.06,0.08,0.06
2,5,80,2,5,18,1000,2,2,500,100,5,12.323088244821975,0.14,0.05,0.19,0.21,0.24,0.23,0.25,0.04,0.02,0.08,0.11,0.05
2,5,80,2,5,18,1000,2,2,500,100,5,22.50338190136933,0.13,0.08,0.15,0.16,0.14,0.1,0.08,0.03,0.06,0.0,0.05,0.06
2,5,80,2,5,20,1000,2,2,500,100,5,6.71935149031731,0.12,0.03,0.14,0.13,0.13,0.12,0.09,0.05,0.03,0.04,0.04,0.05
2,5,80,2,5,20,1000,2,2,500,100,5,7.926617928712073,0.19,0.05,0.22,0.16,0.16,0.18,0.19,0.06,0.09,0.04,0.08,0.03
2,5,80,2,5,22,1000,2,2,500,100,5,16.327877459528608,0.23,0.03,0.21,0.19,0.28,0.24,0.19,0.04,0.07,0.06,0.03,0.06
2,5,80,2,5,22,1000,2,2,500,100,5,3.3359323659300055,0.13,0.0,0.11,0.12,0.07,0.13,0.11,0.05,0.07,0.07,0.08,0.09
2,5,80,2,5,24,1000,2,2,500,100,5,3.1658493611083154,0.03,0.03,0.05,0.06,0.05,0.07,0.07,0.05,0.04,0.03,0.05,0.03
2,5,80,2,5,24,1000,2,2,500,100,5,5.853774235134118,0.31,0.04,0.28,0.25,0.31,0.26,0.29,0.03,0.04,0.02,0.03,0.03
2,5,80,2,5,26,1000,2,2,500,100,5,8.539538063990161,0.08,0.03,0.09,0.06,0.06,0.07,0.05,0.05,0.05,0.03,0.06,0.04
2,5,80,2,5,26,1000,2,2,500,100,5,28.220520120841325,0.21,0.07,0.18,0.14,0.19,0.22,0.2,0.03,0.04,0.03,0.01,0.06
2,5,80,2,5,28,1000,2,2,500,100,5,10.915053218824507,0.05,0.01,0.01,0.0,0.03,0.03,0.03,0.03,0.02,0.01,0.05,0.03
2,5,80,2,5,30,1000,2,2,500,100,5,17.141582029209545,0.06,0.03,0.05,0.12,0.02,0.06,0.03,0.03,0.03,0.01,0.05,0.04
2,5,80,2,5,30,1000,2,2,500,100,5,20.664206306523198,0.04,0.02,0.03,0.04,0.02,0.03,0.07,0.04,0.06,0.05,0.06,0.08
2,5,80,2,5,32,1000,2,2,500,100,5,29.436380862970562,0.06,0.04,0.11,0.05,0.05,0.06,0.03,0.02,0.07,0.02,0.02,0.02
2,5,80,2,5,32,1000,2,2,500,100,5,22.70186906626982,0.03,0.06,0.04,0.01,0.03,0.04,0.02,0.02,0.04,0.04,0.02,0.01
2,5,80,2,5,34,1000,2,2,500,100,5,34.67098387959549,0.06,0.02,0.01,0.03,0.07,0.03,0.02,0.01,0.0,0.0,0.0,0.02
2,5,80,2,5,34,1000,2,2,500,100,5,23.250462036502142,0.01,0.02,0.04,0.03,0.06,0.03,0.02,0.0,0.01,0.03,0.03,0.04
2,5,80,2,5,36,1000,2,2,500,100,5,6.017302067948783,0.06,0.07,0.02,0.09,0.06,0.05,0.05,0.02,0.02,0.01,0.02,0.03
2,5,80,2,5,36,1000,2,2,500,100,5,0.20048326697380187,0.03,0.01,0.04,0.02,0.05,0.04,0.08,0.03,0.02,0.02,0.02,0.03
2,5,100,2,5,2,1000,2,2,500,100,5,2.202106299167924,0.8,0.73,0.84,0.86,0.81,0.82,0.83,0.75,0.85,0.78,0.81,0.79
2,5,100,2,5,2,1000,2,2,500,100,5,5.069661303309692,0.64,0.4,0.62,0.51,0.54,0.59,0.66,0.43,0.38,0.36,0.53,0.44
2,5,100,2,5,4,1000,2,2,500,100,5,14.790154853094204,0.32,0.25,0.37,0.37,0.33,0.33,0.37,0.24,0.25,0.26,0.19,0.19
2,5,100,2,5,4,1000,2,2,500,100,5,6.610036653891046,0.35,0.25,0.3,0.32,0.31,0.32,0.29,0.23,0.28,0.17,0.25,0.24
2,5,100,2,5,6,1000,2,2,500,100,5,14.379602546018742,0.3,0.16,0.32,0.23,0.22,0.35,0.32,0.09,0.11,0.19,0.19,0.17
2,5,100,2,5,6,1000,2,2,500,100,5,11.526033277527361,0.51,0.15,0.58,0.51,0.5,0.49,0.54,0.15,0.17,0.13,0.17,0.13
2,5,100,2,5,8,1000,2,2,500,100,5,9.818138695810251,0.38,0.12,0.47,0.37,0.38,0.36,0.44,0.11,0.15,0.12,0.16,0.11
2,5,100,2,5,8,1000,2,2,500,100,5,4.42399395510165,0.24,0.1,0.19,0.15,0.21,0.2,0.15,0.11,0.11,0.13,0.15,0.12
2,5,100,2,5,10,1000,2,2,500,100,5,0.48700460486349106,0.18,0.11,0.14,0.1,0.19,0.12,0.14,0.13,0.07,0.1,0.09,0.06
2,5,100,2,5,10,1000,2,2,500,100,5,29.90754933864405,0.1,0.08,0.15,0.12,0.14,0.12,0.14,0.15,0.09,0.15,0.13,0.12
2,5,100,2,5,12,1000,2,2,500,100,5,15.987665537070786,0.47,0.09,0.45,0.4,0.42,0.46,0.38,0.06,0.11,0.07,0.06,0.06
2,5,100,2,5,12,1000,2,2,500,100,5,11.400236357810623,0.07,0.07,0.11,0.1,0.07,0.05,0.07,0.09,0.08,0.05,0.1,0.07
2,5,100,2,5,14,1000,2,2,500,100,5,8.028096392548873,0.12,0.05,0.09,0.09,0.1,0.09,0.07,0.04,0.04,0.05,0.06,0.04
2,5,100,2,5,14,1000,2,2,500,100,5,5.9933205892056405,0.27,0.04,0.28,0.29,0.25,0.24,0.32,0.1,0.06,0.1,0.07,0.09
2,5,100,2,5,16,1000,2,2,500,100,5,6.462736382125016,0.08,0.04,0.08,0.11,0.12,0.11,0.14,0.08,0.08,0.09,0.1,0.08
2,5,100,2,5,16,1000,2,2,500,100,5,23.326482376527053,0.14,0.08,0.12,0.19,0.12,0.16,0.2,0.05,0.06,0.1,0.05,0.09
2,5,100,2,5,18,1000,2,2,500,100,5,18.870059315074613,0.13,0.04,0.1,0.17,0.13,0.14,0.09,0.04,0.05,0.07,0.05,0.04
2,5,100,2,5,18,1000,2,2,500,100,5,26.35794707156883,0.05,0.04,0.09,0.11,0.14,0.14,0.2,0.09,0.07,0.05,0.06,0.08
2,5,100,2,5,20,1000,2,2,500,100,5,2.2619030952138575,0.07,0.07,0.11,0.07,0.08,0.06,0.03,0.06,0.06,0.02,0.05,0.07
2,5,100,2,5,20,1000,2,2,500,100,5,12.19381510427423,0.17,0.08,0.11,0.07,0.12,0.13,0.17,0.04,0.05,0.04,0.01,0.04
2,5,100,2,5,22,1000,2,2,500,100,5,9.623496077628685,0.19,0.03,0.11,0.13,0.21,0.16,0.11,0.03,0.05,0.02,0.04,0.04
2,5,100,2,5,22,1000,2,2,500,100,5,7.016959038877081,0.05,0.04,0.06,0.03,0.05,0.04,0.03,0.06,0.05,0.09,0.06,0.07
2,5,100,2,5,24,1000,2,2,500,100,5,52.3136777370449,0.02,0.08,0.08,0.09,0.03,0.0,0.05,0.05,0.07,0.05,0.03,0.02
2,5,100,2,5,24,1000,2,2,500,100,5,4.347675566047547,0.1,0.07,0.09,0.07,0.09,0.1,0.08,0.04,0.07,0.11,0.05,0.06
2,5,100,2,5,26,1000,2,2,500,100,5,2.483198911533309,0.16,0.05,0.13,0.11,0.15,0.12,0.17,0.03,0.06,0.05,0.06,0.06
2,5,100,2,5,26,1000,2,2,500,100,5,30.551223471043865,0.11,0.04,0.14,0.15,0.2,0.18,0.16,0.04,0.02,0.01,0.09,0.08
2,5,100,2,5,28,1000,2,2,500,100,5,3.005616388833836,0.01,0.02,0.08,0.1,0.03,0.05,0.08,0.02,0.05,0.04,0.02,0.04
2,5,100,2,5,28,1000,2,2,500,100,5,1.9996288312791006,0.03,0.05,0.06,0.06,0.03,0.07,0.06,0.05,0.05,0.02,0.06,0.04
2,5,100,2,5,30,1000,2,2,500,100,5,0.7065529789647556,0.05,0.03,0.03,0.04,0.07,0.03,0.05,0.02,0.04,0.02,0.01,0.02
2,5,100,2,5,30,1000,2,2,500,100,5,2.8467706486112547,0.04,0.04,0.05,0.05,0.05,0.03,0.06,0.0,0.02,0.03,0.04,0.05
2,5,100,2,5,32,1000,2,2,500,100,5,8.011680726637357,0.13,0.03,0.06,0.09,0.1,0.1,0.1,0.01,0.03,0.03,0.01,0.01
2,5,100,2,5,32,1000,2,2,500,100,5,10.554982392904256,0.02,0.0,0.03,0.04,0.1,0.08,0.05,0.03,0.03,0.02,0.06,0.03
2,5,100,2,5,34,1000,2,2,500,100,5,11.006415596282174,0.02,0.01,0.02,0.04,0.02,0.04,0.02,0.01,0.02,0.04,0.0,0.02
2,5,100,2,5,34,1000,2,2,500,100,5,4.535654414311341,0.11,0.03,0.09,0.17,0.08,0.09,0.12,0.0,0.03,0.02,0.02,0.01
2,5,100,2,5,36,1000,2,2,500,100,5,0.270311476551922,0.16,0.02,0.15,0.16,0.22,0.2,0.18,0.02,0.04,0.03,0.02,0.0
2,5,100,2,5,36,1000,2,2,500,100,5,9.440831252671165,0.29,0.01,0.29,0.25,0.34,0.32,0.37,0.0,0.01,0.06,0.05,0.07
2,5,100,2,5,38,1000,2,2,500,100,5,19.507634547442244,0.01,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.03,0.01,0.03,0.0
2,5,100,2,5,38,1000,2,2,500,100,5,4.74423921289983,0.06,0.01,0.1,0.05,0.06,0.06,0.06,0.04,0.04,0.05,0.02,0.03
2,5,100,2,5,40,1000,2,2,500,100,5,5.023637116124984,0.08,0.01,0.11,0.04,0.05,0.05,0.07,0.0,0.02,0.0,0.04,0.03
2,5,100,2,5,40,1000,2,2,500,100,5,0.39308003342434983,0.01,0.02,0.05,0.06,0.03,0.03,0.04,0.01,0.03,0.0,0.02,0.02
2,5,100,2,5,42,1000,2,2,500,100,5,11.071768139671391,0.0,0.01,0.03,0.02,0.01,0.03,0.0,0.01,0.07,0.08,0.03,0.04
2,5,100,2,5,42,1000,2,2,500,100,5,11.268771531571907,0.05,0.02,0.05,0.07,0.08,0.04,0.07,0.03,0.01,0.01,0.02,0.02
2,5,100,2,5,44,1000,2,2,500,100,5,16.191214136706414,0.03,0.02,0.01,0.02,0.02,0.01,0.01,0.04,0.04,0.02,0.05,0.07
2,5,100,2,5,44,1000,2,2,500,100,5,3.3343743264535153,0.02,0.03,0.03,0.01,0.04,0.06,0.03,0.04,0.03,0.01,0.01,0.03
2,5,100,2,5,46,1000,2,2,500,100,5,7.093442062554544,0.0,0.03,0.05,0.01,0.01,0.01,0.04,0.06,0.02,0.02,0.05,0.05
2,5,100,2,5,46,1000,2,2,500,100,5,0.41530637177770047,0.05,0.02,0.03,0.04,0.02,0.06,0.0,0.02,0.02,0.03,0.04,0.02
0.5,0.5,20,2,5,2,1000,2,2,500,100,5,3.2801708042850675,0.77,0.72,0.66,0.68,0.68,0.72,0.72,0.64,0.62,0.73,0.76,0.76
0.5,0.5,20,2,5,2,1000,2,2,500,100,5,3.707852564728878,0.71,0.72,0.7,0.72,0.75,0.79,0.77,0.67,0.73,0.74,0.69,0.68
0.5,0.5,20,2,5,4,1000,2,2,500,100,5,4.986940281618122,0.28,0.22,0.2,0.25,0.22,0.36,0.21,0.28,0.24,0.32,0.21,0.22
0.5,0.5,20,2,5,4,1000,2,2,500,100,5,2.9558776956768726,0.81,0.75,0.76,0.65,0.66,0.66,0.73,0.57,0.61,0.67,0.68,0.63
0.5,0.5,20,2,5,6,1000,2,2,500,100,5,2.832660645293314,0.76,0.63,0.8,0.74,0.67,0.76,0.82,0.29,0.4,0.45,0.46,0.66
0.5,0.5,20,2,5,6,1000,2,2,500,100,5,5.267887487707068,0.42,0.14,0.44,0.4,0.28,0.36,0.28,0.17,0.2,0.18,0.16,0.19
0.5,0.5,40,2,5,2,1000,2,2,500,100,5,8.876026194487475,0.95,0.94,0.99,0.96,0.97,0.99,0.98,0.93,0.94,0.96,0.96,0.98
0.5,0.5,40,2,5,2,1000,2,2,500,100,5,7.5453660412481245,0.82,0.83,0.81,0.83,0.77,0.84,0.79,0.68,0.78,0.79,0.8,0.77
0.5,0.5,40,2,5,4,1000,2,2,500,100,5,9.93595389287995,0.57,0.25,0.48,0.38,0.53,0.48,0.56,0.23,0.28,0.26,0.32,0.37
0.5,0.5,40,2,5,4,1000,2,2,500,100,5,6.332401747036528,0.64,0.32,0.59,0.57,0.58,0.56,0.53,0.34,0.37,0.43,0.4,0.27
0.5,0.5,40,2,5,6,1000,2,2,500,100,5,31.678675646531985,0.39,0.14,0.41,0.34,0.47,0.44,0.34,0.17,0.15,0.2,0.16,0.21
0.5,0.5,40,2,5,6,1000,2,2,500,100,5,12.693533699266744,0.19,0.12,0.15,0.23,0.26,0.19,0.13,0.21,0.15,0.22,0.11,0.12
0.5,0.5,40,2,5,8,1000,2,2,500,100,5,6.371083428398455,0.86,0.47,0.94,0.92,0.88,0.92,0.89,0.39,0.51,0.4,0.39,0.34
0.5,0.5,40,2,5,8,1000,2,2,500,100,5,11.211378437257196,0.42,0.22,0.33,0.31,0.35,0.33,0.32,0.1,0.09,0.15,0.05,0.13
0.5,0.5,40,2,5,10,1000,2,2,500,100,5,21.97600895914246,0.86,0.35,0.81,0.82,0.89,0.87,0.82,0.31,0.39,0.42,0.08,0.3
0.5,0.5,40,2,5,10,1000,2,2,500,100,5,5.702632412641852,0.84,0.67,0.86,0.84,0.89,0.82,0.79,0.64,0.53,0.74,0.6,0.7
0.5,0.5,40,2,5,12,1000,2,2,500,100,5,8.735742660387395,0.56,0.05,0.52,0.53,0.64,0.5,0.55,0.09,0.16,0.12,0.11,0.13
0.5,0.5,40,2,5,12,1000,2,2,500,100,5,1.672874199401647,0.5,0.06,0.57,0.45,0.34,0.55,0.54,0.09,0.04,0.03,0.11,0.06
0.5,0.5,40,2,5,14,1000,2,2,500,100,5,8.449705535671537,0.86,0.26,0.9,0.93,0.96,0.87,0.9,0.1,0.29,0.09,0.14,0.09
0.5,0.5,40,2,5,14,1000,2,2,500,100,5,1.0171418580538156,0.05,0.1,0.06,0.09,0.08,0.04,0.08,0.09,0.12,0.06,0.08,0.08
0.5,0.5,40,2,5,16,1000,2,2,500,100,5,12.46486278964232,0.52,0.05,0.57,0.47,0.54,0.48,0.51,0.08,0.1,0.09,0.04,0.06
0.5,0.5,40,2,5,16,1000,2,2,500,100,5,4.484824389442278,0.25,0.1,0.29,0.25,0.27,0.22,0.29,0.05,0.02,0.06,0.06,0.04
0.5,0.5,60,2,5,2,1000,2,2,500,100,5,2.4009732466276104,0.66,0.59,0.68,0.7,0.71,0.66,0.63,0.6,0.6,0.74,0.69,0.53
0.5,0.5,60,2,5,2,1000,2,2,500,100,5,0.7396565083159902,0.49,0.52,0.44,0.56,0.5,0.44,0.52,0.6,0.53,0.52,0.51,0.55
0.5,0.5,60,2,5,4,1000,2,2,500,100,5,4.646256120683219,0.76,0.73,0.81,0.73,0.76,0.76,0.74,0.6,0.63,0.68,0.6,0.62
0.5,0.5,60,2,5,4,1000,2,2,500,100,5,2.675388588951095,0.51,0.44,0.51,0.62,0.59,0.6,0.55,0.44,0.49,0.44,0.58,0.36
0.5,0.5,60,2,5,6,1000,2,2,500,100,5,6.599186196606589,0.67,0.44,0.61,0.53,0.59,0.62,0.63,0.27,0.34,0.26,0.24,0.32
0.5,0.5,60,2,5,6,1000,2,2,500,100,5,1.444378791961349,0.75,0.35,0.65,0.7,0.65,0.68,0.72,0.25,0.32,0.24,0.24,0.21
0.5,0.5,60,2,5,8,1000,2,2,500,100,5,25.043618653923634,0.86,0.83,0.9,0.89,0.87,0.89,0.96,0.8,0.75,0.8,0.79,0.85
0.5,0.5,60,2,5,8,1000,2,2,500,100,5,5.11181458315348,0.66,0.53,0.86,0.74,0.65,0.81,0.73,0.6,0.51,0.55,0.62,0.49
0.5,0.5,60,2,5,10,1000,2,2,500,100,5,2.010649393207287,0.76,0.11,0.68,0.59,0.68,0.64,0.67,0.11,0.13,0.05,0.13,0.11
0.5,0.5,60,2,5,10,1000,2,2,500,100,5,7.343836122455228,0.94,0.49,0.91,0.95,0.95,0.97,0.96,0.54,0.55,0.49,0.28,0.52
0.5,0.5,60,2,5,12,1000,2,2,500,100,5,3.946253813216327,0.47,0.11,0.27,0.35,0.36,0.41,0.38,0.12,0.14,0.11,0.08,0.08
0.5,0.5,60,2,5,12,1000,2,2,500,100,5,3.6456644946152754,0.3,0.04,0.25,0.3,0.38,0.36,0.29,0.09,0.04,0.14,0.04,0.09
0.5,0.5,60,2,5,14,1000,2,2,500,100,5,2.237327012688783,0.08,0.04,0.09,0.09,0.14,0.09,0.14,0.09,0.1,0.08,0.07,0.07
0.5,0.5,60,2,5,14,1000,2,2,500,100,5,1.1853210402076395,0.42,0.06,0.33,0.39,0.34,0.34,0.38,0.09,0.11,0.08,0.09,0.11
0.5,0.5,60,2,5,16,1000,2,2,500,100,5,1.784932426123107,0.88,0.22,0.81,0.87,0.86,0.87,0.89,0.26,0.11,0.16,0.1,0.1
0.5,0.5,60,2,5,16,1000,2,2,500,100,5,28.43840373076546,0.24,0.04,0.17,0.18,0.23,0.32,0.23,0.08,0.07,0.08,0.05,0.07
0.5,0.5,60,2,5,18,1000,2,2,500,100,5,9.09013393229438,0.62,0.08,0.71,0.7,0.66,0.67,0.68,0.08,0.03,0.07,0.06,0.09
0.5,0.5,60,2,5,18,1000,2,2,500,100,5,3.3681706751805467,0.2,0.07,0.21,0.3,0.25,0.2,0.28,0.07,0.05,0.09,0.06,0.1
0.5,0.5,60,2,5,20,1000,2,2,500,100,5,2.412437543283167,0.53,0.03,0.36,0.47,0.41,0.44,0.46,0.06,0.02,0.04,0.07,0.03
0.5,0.5,60,2,5,20,1000,2,2,500,100,5,4.02121551879582,0.36,0.02,0.33,0.36,0.32,0.38,0.45,0.02,0.04,0.03,0.0,0.02
0.5,0.5,60,2,5,22,1000,2,2,500,100,5,0.39764693222761305,0.28,0.03,0.35,0.35,0.43,0.31,0.36,0.04,0.06,0.06,0.03,0.06
0.5,0.5,60,2,5,22,1000,2,2,500,100,5,47.82655620688168,0.88,0.06,0.89,0.89,0.88,0.87,0.9,0.08,0.05,0.03,0.04,0.07
0.5,0.5,60,2,5,24,1000,2,2,500,100,5,4.250925983131255,0.08,0.03,0.07,0.09,0.06,0.09,0.1,0.03,0.05,0.05,0.04,0.04
0.5,0.5,60,2,5,24,1000,2,2,500,100,5,1.807460119637213,0.17,0.02,0.18,0.15,0.18,0.15,0.13,0.03,0.04,0.01,0.04,0.04
0.5,0.5,60,2,5,26,1000,2,2,500,100,5,14.245929932705279,0.6,0.05,0.54,0.68,0.54,0.55,0.59,0.02,0.05,0.04,0.01,0.07
0.5,0.5,60,2,5,26,1000,2,2,500,100,5,4.733334924121001,0.13,0.05,0.16,0.16,0.15,0.17,0.16,0.01,0.04,0.05,0.03,0.06
0.5,0.5,80,2,5,2,1000,2,2,500,100,5,20.671448086523128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.96,1.0,0.99,0.91
0.5,0.5,80,2,5,2,1000,2,2,500,100,5,8.853200826205745,0.62,0.54,0.46,0.5,0.49,0.5,0.48,0.5,0.62,0.56,0.46,0.43
0.5,0.5,80,2,5,4,1000,2,2,500,100,5,8.686618738326171,0.82,0.71,0.79,0.79,0.83,0.8,0.77,0.65,0.67,0.79,0.79,0.68
0.5,0.5,80,2,5,4,1000,2,2,500,100,5,3.9465232990781347,0.98,0.95,0.98,0.93,0.96,0.97,0.94,0.93,0.9,0.94,0.91,0.91
0.5,0.5,80,2,5,6,1000,2,2,500,100,5,23.43050796195817,0.99,0.88,0.97,0.96,0.99,0.99,0.98,0.57,0.77,0.88,0.7,0.65
0.5,0.5,80,2,5,6,1000,2,2,500,100,5,3.854885456540176,0.67,0.23,0.58,0.66,0.64,0.54,0.56,0.19,0.26,0.25,0.27,0.16
0.5,0.5,80,2,5,8,1000,2,2,500,100,5,24.82144712091118,0.37,0.12,0.41,0.46,0.53,0.47,0.46,0.12,0.15,0.1,0.14,0.21
0.5,0.5,80,2,5,8,1000,2,2,500,100,5,11.515374343758316,0.16,0.07,0.12,0.08,0.17,0.12,0.16,0.16,0.11,0.09,0.12,0.08
0.5,0.5,80,2,5,10,1000,2,2,500,100,5,5.336259086671661,0.47,0.08,0.55,0.54,0.46,0.5,0.59,0.1,0.09,0.16,0.12,0.17
0.5,0.5,80,2,5,10,1000,2,2,500,100,5,15.292194473366827,0.37,0.05,0.35,0.33,0.39,0.31,0.38,0.13,0.11,0.12,0.1,0.08
0.5,0.5,80,2,5,12,1000,2,2,500,100,5,2.747023064960218,0.63,0.05,0.55,0.51,0.68,0.57,0.57,0.11,0.08,0.11,0.04,0.1
0.5,0.5,80,2,5,12,1000,2,2,500,100,5,9.54606696145943,0.12,0.1,0.1,0.06,0.11,0.09,0.11,0.11,0.13,0.08,0.12,0.12
0.5,0.5,80,2,5,14,1000,2,2,500,100,5,14.654154588225989,0.34,0.04,0.29,0.35,0.33,0.31,0.37,0.06,0.05,0.04,0.06,0.06
0.5,0.5,80,2,5,14,1000,2,2,500,100,5,0.4873067384433382,0.25,0.06,0.2,0.26,0.27,0.17,0.17,0.07,0.09,0.1,0.1,0.08
0.5,0.5,80,2,5,16,1000,2,2,500,100,5,10.766018942900757,0.53,0.06,0.38,0.41,0.45,0.48,0.48,0.05,0.05,0.04,0.06,0.07
0.5,0.5,80,2,5,16,1000,2,2,500,100,5,4.485072265665045,0.97,0.21,0.98,0.95,0.91,0.98,0.97,0.12,0.18,0.22,0.12,0.1
0.5,0.5,80,2,5,18,1000,2,2,500,100,5,10.612898656939711,0.89,0.13,0.83,0.93,0.83,0.89,0.93,0.05,0.04,0.06,0.07,0.16
0.5,0.5,80,2,5,18,1000,2,2,500,100,5,20.862374260300736,0.59,0.08,0.56,0.57,0.64,0.63,0.65,0.05,0.07,0.08,0.08,0.06
0.5,0.5,80,2,5,20,1000,2,2,500,100,5,14.47945014412432,0.81,0.07,0.86,0.87,0.87,0.84,0.83,0.05,0.05,0.07,0.04,0.05
0.5,0.5,80,2,5,20,1000,2,2,500,100,5,16.40688238482553,0.26,0.08,0.3,0.27,0.3,0.35,0.24,0.06,0.06,0.06,0.02,0.04
0.5,0.5,80,2,5,22,1000,2,2,500,100,5,0.3780925952696726,0.26,0.04,0.29,0.25,0.26,0.31,0.27,0.04,0.04,0.06,0.07,0.07
0.5,0.5,80,2,5,22,1000,2,2,500,100,5,39.80837757056985,0.66,0.03,0.67,0.63,0.62,0.55,0.59,0.06,0.06,0.06,0.1,0.08
0.5,0.5,80,2,5,24,1000,2,2,500,100,5,0.1285463564094436,0.1,0.01,0.13,0.18,0.17,0.18,0.12,0.04,0.05,0.08,0.04,0.07
0.5,0.5,80,2,5,24,1000,2,2,500,100,5,11.272176795932333,0.23,0.03,0.19,0.22,0.2,0.26,0.21,0.05,0.05,0.05,0.04,0.05
0.5,0.5,80,2,5,26,1000,2,2,500,100,5,27.332256087538262,0.85,0.05,0.84,0.78,0.83,0.87,0.81,0.04,0.02,0.02,0.02,0.03
0.5,0.5,80,2,5,26,1000,2,2,500,100,5,4.8984231270353344,0.11,0.02,0.11,0.14,0.14,0.13,0.11,0.03,0.03,0.06,0.08,0.05
